offline_datapoint_7 1701728951 6963519488,000
offline_datapoint_6 1701728949 2,338
offline_datapoint_12 1701728949 12,596
offline_datapoint_24 1701728949 6,234
offline_datapoint_13 1701728949 3103,172
offline_datapoint_18 1701728951 0,000
offline_datapoint_0 1701728949 5408,860
offline_datapoint_16 1701728949 529,883
offline_datapoint_28 1701728949 0,518
offline_datapoint_17 1701728949 10,638
offline_datapoint_10 1701728949 99,478
offline_datapoint_29 1701728949 0,000
offline_datapoint_22 1701728949 12016,000
offline_datapoint_4 1701728949 0,010
offline_datapoint_11 1701728954 732245,000
offline_datapoint_5 1701728954 3830,000
offline_datapoint_26 1701728954 375746560,000
offline_datapoint_14 1701728954 408473600,000
offline_datapoint_3 1701728954 6741172224,000
offline_datapoint_9 1701728954 191225856,000
offline_datapoint_25 1701728954 828,000
offline_datapoint_19 1701728952 43,799
offline_datapoint_8 1701728952 7333,522
offline_datapoint_21 1701728954 191225856,000
offline_datapoint_1 1701728952 6,353
offline_datapoint_20 1701728954 4083630080,000
offline_datapoint_7 1701728954 6953066496,000
offline_datapoint_6 1701728952 1,958
offline_datapoint_12 1701728952 11,479
offline_datapoint_24 1701728952 6,789
offline_datapoint_13 1701728952 2641,659
offline_datapoint_18 1701728954 0,000
offline_datapoint_0 1701728952 4532,046
offline_datapoint_16 1701728952 349,056
offline_datapoint_28 1701728952 0,621
offline_datapoint_17 1701728952 9,696
offline_datapoint_10 1701728952 95,773
offline_datapoint_29 1701728952 0,000
